gene	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv
BAI2	17	35	2	2	5	1.0051	1.3305	1.3305	1.572
MMP23B	1	1	0	0	0	0.2116	0	0	0
RLN2	1	3	0	0	1	1.2143	0	0	2.8091
DNAJC28	0	8	0	0	1	1.5399	0	0	0.9888
FAM185A	3	7	0	0	1	1.0284	0	0	1.4694
MOCOS	3	18	0	1	2	1.7905	1.0497	1.0497	0.9364
RP11-552I14.1	1	3	0	0	0	3.6264	0	0	0
KIAA0753	7	15	2	1	3	0.7174	1.1289	1.1289	1.4242
PRPF38A	1	6	0	0	1	1.1051	0	0	1.4483
WNT2	5	11	2	1	0	1.22	3.7598	3.7598	0
ADCY8	39	84	3	5	3	1.2393	1.4249	1.4249	1.0525
PARM1	1	10	1	0	0	2.4081	3.0354	3.0354	0
RGS6	7	26	2	2	1	1.6344	1.7231	1.7231	0.8977
NUDCD1	4	14	3	1	1	1.231	2.6693	2.6693	0.8207
MTA3	2	11	0	0	0	1.4241	0	0	0
CHURC1-FNTB	4	4	0	0	0	0.486	0	0	0
ZNF140	1	10	0	0	0	1.7152	0	0	0
RAB11A	2	8	0	0	0	1.7984	0	0	0
DNAJC14	4	12	0	0	1	0.9752	0	0	0.6302
CCDC172	1	10	2	0	1	1.7591	2.1466	2.1466	1.6416
MSLN	4	6	0	0	1	0.5851	0	0	0.7868
ZNF589	3	5	0	0	1	0.7117	0	0	1.198
RGS20	7	13	3	0	1	0.9413	2.4416	2.4416	1.202
PDIA4	7	8	0	1	2	0.6315	1.0622	1.0622	1.5152
CHRNA3	5	7	1	0	2	0.7677	1.3855	1.3855	1.9716
PLXND1	20	47	1	0	1	1.3266	0.4074	0.4074	0.2447
AP3M2	3	9	0	0	1	1.2844	0	0	1.0654
GPR17	1	5	1	0	1	1.141	5.4808	5.4808	1.3841
LINC00923	3	11	1	0	0	2.2222	2.6011	2.6011	0
GTF2H3	1	3	0	0	1	0.7151	0	0	1.5312
CLDN11	5	7	0	0	1	1.2661	0	0	2.1969
C1orf210	0	0	0	0	0	0	0	0	0
HTR3B	6	16	3	0	1	1.4641	2.2906	2.2906	1.2457
ZNF366	18	22	1	0	2	0.693	0.5605	0.5605	1.1409
ZNF93	8	15	1	0	2	0.6758	0.5425	0.5425	1.4474
RRAGA	1	7	1	0	1	1.6823	3.4285	3.4285	1.5749
ITIH6	14	39	2	1	4	1.2485	1.256	1.256	1.4785
CAPNS1	1	5	0	0	1	1.3701	0	0	1.8163
MUC15	9	18	0	0	0	1.09	0	0	0
TMTC1	15	33	0	1	1	1.2264	0.3418	0.3418	0.5054
TMC6	6	14	0	0	1	1.2371	0	0	0.6223
NELL2	15	44	4	3	1	1.4878	1.641	1.641	0.5915
DCUN1D1	2	8	0	0	0	1.6993	0	0	0
ETV4	4	6	0	0	1	0.6946	0	0	1.0006
HNF1B	4	11	0	2	2	1.1499	2.0979	2.0979	1.7282
DNAAF2	5	17	1	0	3	1.3266	1.5636	1.5636	1.6331
TSPAN2	5	9	0	0	0	1.6138	0	0	0
MYOM1	15	48	3	1	4	1.2895	0.9245	0.9245	1.2377
RASAL2	12	37	1	0	1	1.3327	0.3852	0.3852	0.3261
NR1I3	1	9	2	0	0	2.0059	4.097	4.097	0
CD3E	1	2	0	1	1	0.5027	1.4697	1.4697	2.1209
COMMD4	2	3	0	0	1	0.9422	0	0	2.5303
RNF145	2	10	3	0	2	0.9472	2.4877	2.4877	1.0184
GMCL1	5	12	0	1	2	1.1525	0.5895	0.5895	1.8995
FOXG1	15	13	0	0	0	0.5996	0	0	0
SLC16A4	4	8	0	0	1	0.8669	0	0	1.0395
C1orf106	8	23	2	0	2	1.3084	1.6261	1.6261	1.7242
OLFML2A	13	22	0	0	0	1.0711	0	0	0
SPATA31D1	26	76	5	0	2	1.3848	1.0745	1.0745	0.6138
RNF181	0	7	1	0	0	2.8295	2.5664	2.5664	0
COG6	3	17	1	1	2	1.6789	1.4986	1.4986	1.2604
KCNC1	14	27	1	0	2	1.2648	1.051	1.051	1.8344
TARSL2	6	26	1	0	1	1.4476	0.4511	0.4511	0.563
MKKS	5	16	0	0	0	1.4162	0	0	0
GPR19	4	6	1	0	2	0.7719	1.6563	1.6563	1.8913
ARPC5	0	3	0	0	1	1.4462	0	0	2.7967
ZNF700	3	21	2	0	0	2.0574	1.7484	1.7484	0
SHC3	2	15	0	1	1	1.9971	1.829	1.829	0.7921
CAPN3	14	17	2	0	2	0.6658	0.648	0.648	1.1931
GPR85	8	14	0	0	1	1.2181	0	0	0.9711
TAF8	5	8	0	0	1	1.0163	0	0	1.5553
MIER3	5	7	0	0	0	0.586	0	0	0
TFE3	7	10	0	1	2	0.6341	0.7281	0.7281	1.4847
FEZ1	3	14	0	3	0	1.7573	3.2357	3.2357	0
SCARA5	15	22	0	0	0	1.0326	0	0	0
KIAA0513	5	10	1	0	2	1.0505	0.8896	0.8896	2.3
ATAD3C	3	13	0	1	1	1.7725	1.4384	1.4384	1.4515
C17orf50	5	2	0	0	0	0.3345	0	0	0
PZP	26	63	3	3	3	1.3102	0.9503	0.9503	0.9604
BCR	23	27	1	0	1	0.6927	0.3443	0.3443	0.3747
CCT7	4	11	0	0	1	1.2857	0	0	0.8605
KIF3C	4	19	2	0	2	1.5022	2.3181	2.3181	1.2089
TFCP2	5	8	0	1	2	0.7675	0.6081	0.6081	1.9608
GPR110	18	21	2	2	1	0.6305	1.0874	1.0874	0.4877
PKLR	13	24	0	1	2	1.217	0.6512	0.6512	1.7412
ATP1B4	4	12	1	2	1	1.2513	2.6712	2.6712	1.2158
FUT1	5	12	0	0	1	1.326	0	0	1.4764
MDM2	2	11	1	0	2	1.3936	0.8784	0.8784	1.8682
PDLIM4	5	11	0	0	1	1.4083	0	0	1.3091
LPAR3	7	12	0	0	1	1.3812	0	0	1.3783
MYO1D	11	29	1	0	1	1.264	0.359	0.359	0.5542
DRD2	6	21	1	0	0	1.9117	1.2895	1.2895	0
UGCG	3	6	0	0	1	0.886	0	0	1.2534
SNX27	4	9	0	0	1	0.9581	0	0	0.9113
C6orf223	1	5	0	1	1	0.9646	3.753	3.753	1.9379
MRPL49	3	4	0	0	1	0.9278	0	0	2.3348
FKBP11	1	4	1	0	1	1.413	3.3164	3.3164	2.1048
RUFY4	5	18	4	0	0	1.5389	2.9399	2.9399	0
NOL12	4	3	1	0	0	0.3464	1.1894	1.1894	0
RND1	3	10	2	0	0	1.9102	3.6122	3.6122	0
GMEB2	9	13	0	0	1	0.9463	0	0	1.062
ATG16L1	3	10	2	2	0	1.1056	3.129	3.129	0
SETBP1	38	75	4	0	5	1.0877	0.9384	0.9384	1.5689
MXD3	2	4	0	0	1	0.8356	0	0	2.1743
BEST3	9	25	1	0	2	1.2749	0.5239	0.5239	1.3164
RABL2A	2	8	0	0	0	1.857	0	0	0
NUDT9	3	3	0	0	0	0.4159	0	0	0
KCNMA1	20	48	2	3	4	1.2329	1.2438	1.2438	1.4165
CHI3L1	4	7	0	0	1	0.8287	0	0	1.2509
SHROOM1	10	23	0	0	1	1.0481	0	0	0.5349
CYYR1	5	13	0	0	0	1.7007	0	0	0
ATP2C2	10	21	1	2	3	1.1611	1.5684	1.5684	1.6337
ANKRD62	6	28	3	0	3	1.3606	1.0856	1.0856	1.488
ZCCHC13	0	9	0	0	0	2.1985	0	0	0
RTF1	2	17	2	1	1	1.8502	2.4188	2.4188	0.6937
TRIM10	8	23	0	1	0	1.7687	0.8128	0.8128	0
MAP3K9	12	35	2	2	2	1.3406	2.0052	2.0052	1.0163
PITX3	2	5	0	1	1	0.8305	3.6972	3.6972	1.6955
BYSL	3	9	1	0	2	1.2331	1.478	1.478	2.1021
BPIFA2	4	11	0	0	0	1.6633	0	0	0
NUTM2E	1	2	0	0	0	0.296	0	0	0
EPB41L4B	10	18	3	1	2	0.8052	1.7074	1.7074	1.0864
C19orf40	2	8	0	0	0	2.164	0	0	0
BCAS2	2	7	1	0	1	1.7408	1.3077	1.3077	2.1257
HSPA14	3	7	0	0	1	0.9761	0	0	1.1573
OTUB2	1	4	1	0	1	1.2289	3.4998	3.4998	2.1235
S100A16	1	5	1	0	0	2.3582	5.6837	5.6837	0
MED19	1	5	0	0	1	1.58	0	0	2.175
TIMM8B	0	0	0	0	0	0	0	0	0
SP140	11	34	1	3	2	1.479	1.2367	1.2367	1.0868
HCK	12	15	3	1	1	0.7734	1.8696	1.8696	0.8344
ASRGL1	6	9	0	0	1	0.9691	0	0	1.6028
P2RX6	3	11	2	1	0	1.5358	3.6442	3.6442	0
FBXO3	2	14	0	1	1	1.8692	0.9569	0.9569	1.0124
OSBPL11	2	15	0	1	2	1.6198	0.9395	0.9395	1.3772
SDHA	8	13	3	1	0	0.8622	2.6106	2.6106	0
RNF217	5	13	0	1	0	2.0782	1.0392	1.0392	0
CLDN6	3	1	0	0	0	0.2312	0	0	0
PPP1R9B	9	17	0	0	1	0.9939	0	0	0.5833
NPAS3	19	39	3	0	3	1.2163	1.3588	1.3588	1.552
CELF1	3	5	0	1	2	0.6735	1.1834	1.1834	1.8403
PBX4	4	5	1	1	0	0.6533	3.41	3.41	0
PCDHGA9	14	34	3	0	3	1.1871	1.6221	1.6221	1.5243
VMAC	1	2	0	0	1	0.6164	0	0	2.7773
AC007401.2	1	0	0	0	0	0	0	0	0
ZNF85	15	20	3	0	1	0.6213	0.9266	0.9266	0.753
CEP104	4	23	0	1	0	1.7664	0.6279	0.6279	0
TMEM254	0	5	0	0	0	2.6432	0	0	0
GREM2	6	9	2	0	0	1.3054	4.9132	4.9132	0
SULT1E1	3	14	0	1	0	2.1421	1.0934	1.0934	0
TMEM176A	7	3	0	0	0	0.4434	0	0	0
TAP1	9	14	0	1	3	0.8903	0.6977	0.6977	1.8148
CASC4	2	11	0	0	0	1.5209	0	0	0
WFDC8	2	8	0	0	0	1.8881	0	0	0
RRS1	3	4	1	0	1	0.5843	2.6467	2.6467	1.248
PAX8	9	10	1	0	2	0.7576	0.7825	0.7825	1.9256
SLC22A10	10	24	1	1	2	1.261	0.9277	0.9277	1.8295
CNDP2	2	7	0	1	2	1.1689	1.7228	1.7228	2.0828
ARHGAP19	2	5	1	0	2	0.7036	1.0609	1.0609	1.9763
DDX60L	21	44	3	3	5	0.8651	0.8299	0.8299	1.506
ZNF225	4	19	4	0	1	1.3222	2.7555	2.7555	0.6596
NME9	3	2	0	0	0	0.3553	0	0	0
AL645728.1	0	3	0	0	1	1.2262	0	0	3.4814
UTP3	2	6	1	0	2	0.6758	1.3414	1.3414	1.7617
C2orf70	1	5	1	0	1	1.2463	3.0604	3.0604	2.3448
ARFGAP3	2	8	0	2	2	1.0831	1.8042	1.8042	1.906
AC115618.1	1	4	0	0	1	1.0357	0	0	2.8534
KLF13	3	4	0	0	1	0.543	0	0	1.6694
PDE11A	6	30	2	1	1	1.7685	1.4325	1.4325	0.445
IFNLR1	7	12	0	0	1	1.047	0	0	0.8504
FPGS	4	13	0	0	0	1.5695	0	0	0
SLC35G2	4	11	1	0	2	0.9252	1.0231	1.0231	2.2644
BBS2	2	14	1	0	2	1.6518	0.9637	0.9637	1.3411
PHF21A	4	11	0	1	3	1.1484	0.8576	0.8576	1.8349
CIDEA	3	8	0	1	1	1.5367	2.1997	2.1997	2.1557
NR2C1	1	11	1	0	2	1.8091	1.1808	1.1808	1.2955
AP003062.1	0	9	0	0	0	1.8652	0	0	0
CPSF2	5	16	1	1	3	1.1137	1.1885	1.1885	1.8668
CRNN	7	22	1	0	1	1.4903	0.6312	0.6312	1.143
SLC22A18	6	6	0	0	1	0.5994	0	0	0.9831
ITPKB	8	27	2	1	1	1.4894	2.6597	2.6597	0.5212
SCNN1A	5	17	3	0	1	1.4692	2.6995	2.6995	0.8299
C14orf164	0	10	2	0	0	2.5503	2.5287	2.5287	0
ANGPTL1	1	8	1	0	2	1.3258	1.8047	1.8047	1.9592
ALS2CR12	4	5	1	0	1	0.4638	0.5923	0.5923	1.0603
HYAL3	4	5	0	0	0	0.4746	0	0	0
UNC119	1	6	0	0	1	1.361	0	0	2.1347
SMC1B	8	27	3	0	4	1.2596	0.9968	0.9968	1.5055
APIP	2	3	0	1	1	0.5257	1.4839	1.4839	1.827
ST3GAL3	8	12	0	0	0	0.9373	0	0	0
ZC3H10	3	4	1	0	1	0.5091	2.0859	2.0859	1.0175
DDIT3	1	7	0	0	0	2.3311	0	0	0
CXXC1	2	17	0	0	0	1.3381	0	0	0
SPG21	2	5	0	0	1	1.1528	0	0	1.8963
PPP1R10	8	13	1	0	2	0.6009	0.4582	0.4582	0.9637
FAM26F	8	5	0	0	0	0.4784	0	0	0
OCLN	2	9	0	0	1	0.9648	0	0	0.9996
LTV1	1	4	1	1	1	0.6353	2.41	2.41	0.9489
FKBP14	2	3	0	0	1	0.7736	0	0	2.2035
CDH15	5	12	0	1	3	1.0483	1.2672	1.2672	1.883
HELZ2	39	56	2	0	4	0.8084	0.5475	0.5475	1.0181
SENP7	8	29	0	3	3	1.328	0.9192	0.9192	1.3917
POLB	0	5	0	0	1	1.3793	0	0	1.3986
SERPIND1	1	8	2	0	0	1.4486	5.27	5.27	0
DNAJA1	1	7	0	0	1	1.3457	0	0	1.104
SPRR3	7	10	0	0	0	1.8447	0	0	0
GLMN	1	13	1	0	1	1.9341	0.8042	0.8042	0.8015
SMG6	5	27	1	0	2	1.6506	0.7106	0.7106	0.6238
TMEM87A	2	2	0	1	1	0.3109	0.9237	0.9237	0.5684
TUBB2A	1	9	0	0	1	1.7502	0	0	1.1917
METTL21A	1	3	0	0	1	0.6762	0	0	2.1131
CACNA1H	36	67	5	1	6	1.039	1.4776	1.4776	1.3241
C17orf53	6	15	0	0	0	1.2202	0	0	0
RP11-166B2.1	5	11	1	0	2	0.8615	0.7855	0.7855	2.1663
RAB40AL	8	10	0	0	1	1.2154	0	0	1.8707
GTF2IRD2B	10	12	0	0	0	0.7559	0	0	0
SNX12	1	1	1	0	0	0.3058	3.6413	3.6413	0
NKX2-3	4	4	0	0	1	0.507	0	0	1.0947
ZNF446	5	13	3	0	1	1.0616	2.7743	2.7743	0.9526
VAV1	15	28	0	5	3	0.9672	1.351	1.351	1.6592
OR8D2	11	22	0	0	0	1.4306	0	0	0
MTX2	1	3	0	0	1	0.7939	0	0	1.7996
LEPROTL1	1	2	0	0	1	0.7952	0	0	2.8046
MRPL38	2	7	2	0	1	1.1669	3.3044	3.3044	1.232
SARDH	18	23	1	1	3	0.7909	0.7441	0.7441	1.5299
INHBB	7	18	0	0	0	1.6096	0	0	0
ANXA8L2	2	1	0	0	0	0.2421	0	0	0
FKBP10	7	8	0	0	1	0.6597	0	0	0.8071
FBF1	9	28	1	0	2	1.3246	0.4654	0.4654	0.9147
ZNF48	6	12	0	0	1	0.6795	0	0	0.6335
ZFAND1	2	10	0	1	0	2.3905	1.3811	1.3811	0
LANCL2	7	13	3	0	1	1.1393	2.6739	2.6739	1.0886
ITPR1	33	77	6	6	4	1.1357	1.6505	1.6505	0.7908
NAPG	0	3	0	0	1	0.7445	0	0	1.6689
CYB5D2	3	4	1	0	1	0.7131	2.6467	2.6467	1.8924
DUSP18	0	1	1	0	0	0.4102	6.1851	6.1851	0
CPT2	8	10	1	0	2	0.6622	1.046	1.046	1.5136
POU2F3	7	8	0	0	0	0.7202	0	0	0
SCAND1	4	5	0	0	1	0.8248	0	0	2.7883
SDF2	0	3	0	0	1	1.2327	0	0	2.5764
ASPHD2	8	16	2	0	1	1.3886	2.5309	2.5309	1.3399
SF3B14	0	0	0	0	0	0	0	0	0
UBE2A	0	2	0	0	1	0.9869	0	0	2.9679
C19orf44	10	11	0	0	0	0.6443	0	0	0
EBLN1	5	16	3	0	0	1.2125	3.6825	3.6825	0
IQCJ-SCHIP1	5	15	1	2	1	1.3451	2.8681	2.8681	0.8322
OR2T2	16	18	1	0	1	1.1774	1.985	1.985	2.7584
FAM182B	5	9	0	0	0	1.8515	0	0	0
C18orf21	1	2	1	0	1	0.5766	2.1673	2.1673	1.9297
MEX3D	5	7	0	0	2	0.629	0	0	1.3059
SERPINB7	10	21	0	1	1	1.4284	0.6377	0.6377	1.353
USO1	9	22	0	1	2	1.0293	0.3232	0.3232	0.9358
SYNGAP1	8	16	2	1	3	0.8173	1.8126	1.8126	1.1355
ARL6IP6	5	6	0	0	1	0.8538	0	0	2.1073
TLDC1	2	8	1	0	2	1.227	1.686	1.686	2.0322
PRF1	12	19	0	0	1	0.9376	0	0	0.7983
EPS8L2	7	16	2	2	0	1.1872	3.0454	3.0454	0
SLC36A3	5	7	0	0	1	0.811	0	0	1.0108
PRDM15	20	25	1	0	1	0.6966	0.3158	0.3158	0.3039
SLC35A2	8	6	0	1	1	0.5592	1.6237	1.6237	1.1218
HESX1	1	3	0	0	1	0.9011	0	0	2.1413
NFYC	5	4	0	0	0	0.55	0	0	0
FBXO31	2	13	1	0	1	1.9138	2.2967	2.2967	0.943
PTPRJ	11	39	1	1	2	1.4645	0.7424	0.7424	0.638
C14orf64	0	8	1	0	0	2.6292	3.1148	3.1148	0
PPP2R5B	3	9	0	0	1	1.3067	0	0	1.0313
TWF2	7	5	0	2	0	0.5138	2.0821	2.0821	0
SACS	44	131	12	1	12	1.0707	1.2175	1.2175	1.3246
FAM169B	2	4	0	1	1	0.6919	1.8379	1.8379	2.3917
RASA3	13	24	2	2	0	1.4563	2.517	2.517	0
CCDC168	28	101	8	0	7	1.2334	1.1455	1.1455	1.1545
KLK13	5	10	2	0	1	1.2122	2.4915	2.4915	1.8628
POTED	12	30	1	2	1	1.4895	1.3314	1.3314	1.2138
IDS	8	19	3	1	0	1.285	2.9943	2.9943	0
AC135983.2	3	8	0	0	0	2.2135	0	0	0
AAR2	6	6	0	0	1	0.6492	0	0	1.1995
MYO7A	36	76	2	1	1	1.163	0.5048	0.5048	0.2098
TEDDM1	3	9	0	0	0	2.0777	0	0	0
TTC34	9	20	0	0	0	1.3371	0	0	0
NXPE3	4	18	3	0	1	1.5033	2.8487	2.8487	0.689
MYL12B	0	1	0	1	0	0.3321	4.3298	4.3298	0
MMACHC	3	6	0	0	1	1.0853	0	0	1.7159
UBASH3B	12	15	3	0	0	0.5502	0.9753	0.9753	0
SGTB	3	7	3	0	0	1.3438	3.7591	3.7591	0
PROC	4	11	0	0	1	1.275	0	0	0.9883
ALG1	5	4	1	0	1	0.4675	0.9804	0.9804	1.1335
EPB41L4A	1	19	2	0	1	2.0541	1.451	1.451	0.6253
CC2D2B	2	4	1	1	1	0.5322	1.5653	1.5653	1.162
TOP1	3	11	0	2	3	1.0667	1.2829	1.2829	1.8415
MYLK2	10	15	0	0	0	0.8409	0	0	0
NT5E	3	15	1	0	1	1.8873	1.4753	1.4753	0.8969
ZDHHC19	2	9	0	1	1	1.7892	1.9609	1.9609	1.5815
TEX38	1	5	0	0	1	1.3138	0	0	2.1752
ARHGAP21	14	35	2	1	6	0.8792	0.6497	0.6497	1.3711
MTMR2	6	8	2	1	1	0.5898	1.4756	1.4756	0.7784
HSPA1A	3	3	0	0	0	0.3496	0	0	0
CCDC22	7	13	0	0	0	0.9422	0	0	0
ZNHIT6	3	9	3	0	1	1.046	2.7341	2.7341	0.9975
IGF2	2	5	1	0	1	0.9844	3.6557	3.6557	1.9065
WDR65	3	19	1	0	1	1.8505	0.9405	0.9405	0.6467
KAT7	3	10	1	3	0	0.9363	2.8133	2.8133	0
TMBIM6	4	4	0	0	0	0.4983	0	0	0
OR56B4	9	19	1	0	0	1.8366	1.7412	1.7412	0
OR1Q1	17	14	0	0	0	0.6594	0	0	0
EML3	12	23	1	0	3	1.0148	0.4541	0.4541	1.4422
DLEU1	1	0	0	0	0	0	0	0	0
CDCA7L	7	14	1	0	2	0.9835	0.6179	0.6179	2.0465
GSG2	4	13	0	0	2	1.1837	0	0	1.1459
PPARG	9	13	1	0	2	0.7953	0.7796	0.7796	1.9605
SLC44A3	7	10	1	0	2	0.6375	0.5075	0.5075	1.3055
TROAP	2	17	0	1	2	1.6627	0.8644	0.8644	1.151
MARCH4	13	17	0	0	0	1.033	0	0	0
NOX5	10	17	0	1	3	1.0378	0.668	0.668	1.7706
C1orf35	2	5	0	0	1	0.7111	0	0	1.8197
KCNN4	8	7	0	0	0	0.5722	0	0	0
AC040160.1	2	3	0	0	1	1.0508	0	0	2.6562
MTRF1L	1	8	2	0	1	1.2587	2.9548	2.9548	1.5339
GAGE2D	0	0	0	0	0	0	0	0	0
TMEM189-UBE2V1	5	4	2	0	0	0.5093	2.3321	2.3321	0
DESI2	1	7	0	0	0	2.1236	0	0	0
PHGDH	4	11	0	0	1	1.3414	0	0	0.8625
KATNAL2	9	8	0	1	0	0.4812	0.4544	0.4544	0
WAS	5	14	1	0	2	1.3138	0.7943	0.7943	1.7891
TRPT1	4	10	0	0	0	1.71	0	0	0
IL6R	4	16	0	2	1	1.7151	2.1343	2.1343	0.9894
NTMT1	3	1	0	0	0	0.2341	0	0	0
VIPR1	8	10	0	0	0	0.7493	0	0	0
C1orf143	0	5	1	0	0	2.765	4.0994	4.0994	0
KIAA2022	25	72	7	1	2	1.2627	1.8012	1.8012	0.635
PSMA8	1	8	2	0	0	2.2163	3.3898	3.3898	0
KPNA7	8	12	0	0	0	0.8212	0	0	0
TBC1D22B	7	10	1	1	2	0.8252	1.2403	1.2403	1.9572
AAMP	3	6	1	0	2	0.8926	1.3909	1.3909	2.1107
RP11-1035H13.3	0	1	0	1	0	0.2438	2.1215	2.1215	0
C3orf17	4	10	0	0	1	1.1059	0	0	0.7694
ATP9A	15	27	4	1	3	1.0399	1.6614	1.6614	1.3657
PA2G4	4	7	0	1	2	0.9598	1.0807	1.0807	2.2348
ATXN2L	9	29	1	1	3	1.4122	1.0349	1.0349	1.2409
POTEJ	18	41	1	1	3	1.1435	0.6228	0.6228	1.3465
ERCC1	4	7	0	0	1	1.1808	0	0	1.54
MCHR2	9	18	0	1	1	1.5885	0.7854	0.7854	1.0188
BPIFB3	10	16	0	0	0	1.0751	0	0	0
LRRC31	8	19	5	0	0	1.3596	2.6493	2.6493	0
OR8B8	11	10	0	0	1	0.7008	0	0	1.363
PPM1K	5	6	0	0	1	0.7037	0	0	1.2126
AL359195.1	3	3	0	0	0	0.4038	0	0	0
ZNF282	5	17	0	0	0	1.3647	0	0	0
BIN1	12	10	0	1	1	0.5789	0.5125	0.5125	0.857
UBL5	1	0	0	0	0	0	0	0	0
FAM160A1	9	21	2	2	2	0.9976	2.2118	2.2118	0.9467
RTCB	0	7	0	0	1	1.5921	0	0	1.0358
PAPLN	20	28	3	1	1	0.6359	0.9315	0.9315	0.3494
EGLN2	9	12	0	0	1	0.957	0	0	1.0444
HIST1H2BN	1	3	0	0	1	0.9603	0	0	3.3397
VEGFC	14	22	2	1	2	1.0133	1.3378	1.3378	2.0705
RBM26	9	18	2	1	3	0.722	0.891	0.891	1.4383
GOLGA8I	4	9	0	0	0	0.8908	0	0	0
COMTD1	2	6	0	0	1	1.368	0	0	1.7694
RAB40A	9	5	0	0	0	0.4821	0	0	0
RBM18	3	2	0	0	0	0.3927	0	0	0
RP11-108K14.8	4	7	1	1	1	0.9559	2.7346	2.7346	1.4779
CYBRD1	3	7	0	0	1	1.3153	0	0	1.5968
SH2B2	10	13	0	1	2	0.6378	0.8313	0.8313	1.2384
FANCF	4	5	0	0	1	0.5521	0	0	1.0748
ST3GAL2	7	8	1	1	1	0.7812	2.302	2.302	1.369
KLHL12	2	17	1	0	1	1.9102	1.0919	1.0919	0.7838
CEPT1	3	7	0	1	2	0.9717	1.16	1.16	2.2177
SEC23B	8	13	1	0	2	0.7685	0.3991	0.3991	1.3666
BAZ1A	7	33	4	1	4	1.3292	1.5592	1.5592	1.2923
OR4Q3	14	27	1	0	1	1.464	1.1317	1.1317	1.2996
MCTS1	2	4	1	0	1	1.3637	2.2203	2.2203	2.6483
DMP1	3	17	1	0	2	1.3548	0.8953	0.8953	1.7752
FCAR	3	14	1	1	0	2.0042	2.721	2.721	0
PCNXL3	21	37	1	0	4	0.9109	0.3152	0.3152	0.8787
AL109927.1	0	3	0	0	0	3.8801	0	0	0
TMEM8B	4	11	0	0	1	1.3715	0	0	1.0382
C1QBP	3	10	1	0	1	1.6762	2.0621	2.0621	1.642
MAPK9	2	6	0	0	1	0.9353	0	0	1.0525
C11orf30	12	31	1	0	2	1.0723	0.3094	0.3094	0.6889
CHM	1	16	0	3	0	2.078	2.8113	2.8113	0
ARHGDIG	3	5	0	0	1	1.1075	0	0	2.3316
SOCS1	10	7	0	0	1	0.7038	0	0	1.923
MYLK4	4	8	0	0	1	1.0859	0	0	1.1007
ZNF534	13	31	3	0	3	1.002	0.9012	0.9012	1.8616
GEMIN4	8	10	0	0	1	0.6586	0	0	0.4691
EXOSC1	0	6	0	0	0	2.3978	0	0	0
STAC2	7	16	0	0	0	1.3397	0	0	0
ASIC3	6	12	0	0	1	1.0932	0	0	0.8983
PLGLB1	0	0	0	0	0	0	0	0	0
NSMCE4A	4	5	0	0	0	0.5173	0	0	0
RNF14	1	2	0	0	0	0.3289	0	0	0
C3orf49	0	5	0	0	1	1.4199	0	0	1.5621
BBS12	5	13	0	0	1	0.9068	0	0	0.5869
PPIF	3	3	0	0	1	0.6697	0	0	2.2523
CDKL4	1	6	0	0	1	1.1286	0	0	1.4811
KRT34	13	22	2	2	1	1.1475	2.273	2.273	1.0725
OR13C9	5	17	0	0	0	1.7288	0	0	0
LRTOMT	2	14	1	0	0	2.2269	1.7396	1.7396	0
SSH1	12	26	1	4	0	1.1144	2.6116	2.6116	0
CCDC88C	32	46	0	2	1	0.7744	0.3968	0.3968	0.2736
TRAPPC6B	3	2	2	0	0	0.4609	2.7204	2.7204	0
BHLHE23	0	8	0	0	0	2.5743	0	0	0
GPR161	8	14	0	0	1	1.0956	0	0	0.8473
SP8	13	27	1	1	1	1.2718	3.1525	3.1525	0.8662
TCP11L2	3	10	2	1	0	1.4834	3.6304	3.6304	0
E2F8	8	19	2	1	3	1.0623	1.5907	1.5907	1.6113
B9D1	0	3	0	0	1	1.1591	0	0	2.5293
CPSF4L	0	6	0	0	0	2.4578	0	0	0
STAP2	3	9	0	0	1	1.2261	0	0	1.1391
GNPNAT1	0	3	0	0	1	1.4158	0	0	2.3918
AC006455.1	0	0	0	0	0	0	0	0	0
AC073188.1	0	0	0	0	0	0	0	0	0
MYBPH	4	10	0	0	1	1.2263	0	0	0.9198
HLA-DRB1	6	5	1	0	1	0.5955	1.0083	1.0083	2.0317
HTR3C	3	11	2	0	1	1.5665	2.5683	2.5683	1.2867
PCNT	38	61	5	1	4	0.7293	0.7499	0.7499	0.5775
CLIC1	0	1	0	0	1	0.3944	0	0	1.7773
PORCN	11	11	2	2	0	0.7359	2.1805	2.1805	0
FAM210B	4	5	0	0	1	1.1034	0	0	2.3956
GABRA3	10	30	3	1	0	1.5844	2.2182	2.2182	0
MAB21L1	5	19	1	0	0	1.9566	1.5962	1.5962	0
MBTPS1	3	17	2	1	2	1.5719	2.536	2.536	0.8466
OR52K1	5	13	0	0	1	1.2423	0	0	1.5277
SF3B5	0	0	0	0	0	0	0	0	0
CTTNBP2NL	12	12	2	0	0	0.5444	1.1895	1.1895	0
PKD1L1	43	80	7	6	5	0.8663	1.274	1.274	0.8897
ASF1A	1	2	0	0	1	0.6661	0	0	2.0714
BANP	7	15	0	0	0	1.2928	0	0	0
NEU3	6	10	0	0	1	0.8799	0	0	1.1041
B3GALT2	3	11	0	0	1	1.2629	0	0	0.8527
GZMK	2	5	0	0	1	0.894	0	0	1.7114
CFH	18	68	6	5	3	1.2756	1.5027	1.5027	1.0655
CTLA4	4	4	1	0	1	0.6062	1.5862	1.5862	1.9558
UBD	2	3	0	0	1	0.9788	0	0	2.8562
